Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator
MO41,ALL/ALL/ALL,HELIPORT,Y
1MO4,UNATNDD,AIRPORT,Y
9MO3,UNATNDD,AIRPORT,Y
LRY,ALL/SAT-SUN/IREG,AIRPORT,Y-L
LRY,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
AIZ,MAY-SEP/THU-SUN/0800-2000,AIRPORT,Y-L
AIZ,OCT-APR/ALL/0800-1800,AIRPORT,Y-L
AIZ,MAY-SEP/MON-WED/0800-1800,AIRPORT,Y-L
2MO6,UNATNDD,AIRPORT,Y
MU08,UNATNDD,HELIPORT,Y
MO59,UNATTNDED,HELIPORT,Y
LXT,ALL/ALL/0600-2000,AIRPORT,Y-L
MU59,UNATNDD,HELIPORT,Y
56MU,UNATNDD,HELIPORT,Y
6M6,UNATNDD,AIRPORT,Y-L
MU97,ALL/IRREGULAR/ALL,AIRPORT,Y
8MO2,UNATNDD,HELIPORT,Y
4MO4,ALL/ALL/ALL,AIRPORT,Y
MO76,UNTNDD,HELIPORT,Y-L
20MO,UNATTNDED,HELIPORT,Y-L
0R2,UNATNDD,AIRPORT,Y
MO66,UNATNDD,AIRPORT,Y
48MO,UNATNDD,HELIPORT,Y-L
MO24,UNATNDD,AIRPORT,Y
MO56,UNATNDD,AIRPORT,Y
44MU,UNATNDD,AIRPORT,
K89,ALL/ALL/0800-1700,AIRPORT,Y-L
MU15,UNATNDD,HELIPORT,Y
MAW,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
65MO,UNATNDD,AIRPORT,
03B,UNATNDD,AIRPORT,Y-L
4MO6,UNATNDD,AIRPORT,Y
MO14,UNATNDD,AIRPORT,Y
MHL,OCT-MAR/ALL/0700-1700,AIRPORT,Y-L
MHL,APR-SEP/ALL/0700-1800,AIRPORT,Y-L
4MO8,UNATNDD,AIRPORT,
30MO,UNATNDD,AIRPORT,N
37MO,UNATNDD,AIRPORT,N
56MO,UNATNDD,AIRPORT,N
03MU,UNATNDD,AIRPORT,N
7MO7,UNATNDD,AIRPORT,
1MU0,UNATNDD,AIRPORT,
03D,UNATNDD,AIRPORT,Y-L
MU28,UNATNDD,HELIPORT,Y
58MO,ALL/ALL/ALL,HELIPORT,Y
63MO,UNATNDD,HELIPORT,Y-L
46MO,UNATTNDED,HELIPORT,Y-L
81MU,UNATNDD,HELIPORT,Y-L
8MO9,ALL/ALL/ALL,HELIPORT,Y
MYJ,ALL/SUN/1000-1400,AIRPORT,Y-L
MYJ,ALL/SAT/0800-1500,AIRPORT,Y-L
MYJ,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
PLK,ALL/ALL/0700-1700,AIRPORT,Y-L
MU84,UNATNDD,AIRPORT,
M28,ALL/SAT/0800-1200,AIRPORT,Y
M28,ALL/MON-FRI/0800-1700,AIRPORT,Y
GPH,ALL/SAT-SUN/0700-1700,AIRPORT,Y-L
GPH,ALL/MON-FRI/0700-1800,AIRPORT,Y-L
MO99,UNATNDD,AIRPORT,Y
MU21,UNATNDD,AIRPORT,Y
CHQ,IREG,AIRPORT,Y-L
9MO1,ALL/ALL/ALL,HELIPORT,Y
MO52,UNATTNDED,HELIPORT,Y-L
MU45,UNATNDD,HELIPORT,Y
24MO,UNATNDD,AIRPORT,Y
MO65,IREG,AIRPORT,N
HFJ,ALL/ALL/ALL,AIRPORT,Y
2MU9,UNATNDD,AIRPORT,N
MU43,UNATTND,HELIPORT,
MO70,UNATNDD,HELIPORT,Y
1MO,ALL/ALL/ALL,AIRPORT,Y-L
MNF,ALL/ALL/0800-1700,AIRPORT,Y-L
2MO,IREG,AIRPORT,Y-L
MU47,UNATNDD,HELIPORT,Y
EOS,ALL/SUN/CLOSED,AIRPORT,Y-L
EOS,ALL/SAT/0700-1530,AIRPORT,Y-L
EOS,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
NVD,ALL/ALL/0730-DUSK,AIRPORT,Y-L
MO20,UNATNDD,HELIPORT,Y
4MO2,UNATNDD,AIRPORT,Y
1MU9,UNATNDD,HELIPORT,
3MO5,UNATNDD,AIRPORT,Y
06MO,ALL/ALL/DALGT,AIRPORT,Y
MO8,IREG,AIRPORT,Y-L
MU92,UNATNDD,HELIPORT,Y-L
83MO,UNATNDD,HELIPORT,Y-L
EVU,ALL/ALL/0800-1900,AIRPORT,Y-L
2MO2,UNATNDD,AIRPORT,N
MO80,ALL/ALL/ALL,AIRPORT,Y
5MO9,IREG,AIRPORT,Y
MBY,ALL/ALL/0800-1700,AIRPORT,Y-L
H58,UNATNDD,AIRPORT,Y
74MO,UNATNDD,HELIPORT,
50MO,UNATNDD,HELIPORT,
99MO,ALL/ALL/ALL,HELIPORT,Y
60MO,UNATNDD,HELIPORT,Y
28MO,UNATNDD,AIRPORT,Y
3MO4,UNATNDD,AIRPORT,Y
MU14,UNATNDD,AIRPORT,Y
6MO5,UNATNDD,HELIPORT,Y-L
PCD,IREG,AIRPORT,Y-L
75MU,UNATNDD,HELIPORT,
MO26,ALL/ALL/ALL,AIRPORT,Y
47MO,UNATTNDED,HELIPORT,Y-L
MO23,UNATNDD,AIRPORT,Y
PYN,UNATNDD,AIRPORT,Y-L
8MO6,UNATNDD,HELIPORT,Y
MU25,UNATNDD,AIRPORT,N
51MO,ALL/ALL/DAWN-DUSK,AIRPORT,Y
3MO1,ALL/ALL/ALL,HELIPORT,Y
POF,ALL/ALL/0700-1600,AIRPORT,Y-L
MO87,UNATNDD,AIRPORT,
1MU3,UNATNDD,HELIPORT,
78Y,ALL/ALL/0800-DARK,AIRPORT,Y
MU17,UNATNDD,HELIPORT,Y
11MO,UNATNDD,AIRPORT,Y
MO48,UNATNDD,AIRPORT,
3MO3,ALL/ALL/ALL,HELIPORT,Y
17MO,ALL/ALL/0800-1800,AIRPORT,Y
MO1,UNATNDD,AIRPORT,Y-L
87MO,ALL/MON-SAT/DALGT,AIRPORT,Y
MO37,UNATNDD,AIRPORT,Y
MU49,UNATNDD,HELIPORT,N
MU50,UNATNDD,HELIPORT,
43MO,UNATNDD,AIRPORT,Y
96MO,UNATNDD,HELIPORT,
6MO7,UNATNDD,AIRPORT,Y
MU20,UNATNDD,AIRPORT,Y
MO31,UNATNDD,AIRPORT,
MU26,UNATNDD,AIRPORT,
11MU,UNATNDD,AIRPORT,
85MO,UNATTNDED,HELIPORT,Y
K07,UNATNDD,AIRPORT,Y
VIH,ALL/MON-FRI/0600-1700,AIRPORT,Y-L
VIH,ALL/SAT-SUN/0700-1700,AIRPORT,Y-L
29MO,UNATNDD,AIRPORT,Y
MO73,UNATNDD,AIRPORT,N
0N0,ALL/ALL/0800-DUSK,AIRPORT,Y
STJ,ALL/ALL/0700-1900,AIRPORT,Y-L
27MO,UNATNDD,AIRPORT,Y
3VS,ALL/ALL/0800-1700,AIRPORT,Y-L
2MO9,ALL/ALL/DAWN-DUSK,AIRPORT,N
K33,UNATNDD,AIRPORT,Y-L
MO40,ALL/ALL/ALL,HELIPORT,Y-L
MU00,ALL/ALL/ALL,AIRPORT,Y
MO86,UNATNDD,AIRPORT,Y
MU31,UNATNDD,AIRPORT,
MO51,UNATNDD,AIRPORT,Y
4MO3,UNATNDD,AIRPORT,N
22MO,UNATTNDED,HELIPORT,Y
23MU,UNATNDD,AIRPORT,Y
DMO,ALL/SAT-SUN/0800-1600,AIRPORT,Y-L
DMO,NOV-MAR/MON-FRI/0700-1800,AIRPORT,Y-L
DMO,APR-OCT/MON-FRI/0700-1900,AIRPORT,Y-L
80MO,UNATNDD,AIRPORT,
MO09,UNATNDD,AIRPORT,Y
MO25,UNATNDD,AIRPORT,
6K2,UNATNDD,AIRPORT,Y
1MO8,ALL/ALL/ALL,AIRPORT,Y
23MO,UNATTNDED,AIRPORT,
SIK,ALL/ALL/0800-1700,AIRPORT,Y-L
5MO0,UNATNDD,HELIPORT,Y
67MO,UNATNDD,AIRPORT,Y
RCM,ALL/SAT/0800-1700,AIRPORT,Y-L
RCM,ALL/MON-FRI/0700-1900,AIRPORT,Y-L
RCM,ALL/SUN/0900-1600,AIRPORT,Y-L
MU70,ALL/ALL/0800-1800,AIRPORT,Y
MO45,UNATNDD,AIRPORT,Y
0MU4,UNATNDD,AIRPORT,Y
0MO8,UNATNDD,AIRPORT,Y
1MU2,UNATNDD,AIRPORT,Y
78MO,UNATNDD,AIRPORT,
MU10,ALL/ALL/ALL,HELIPORT,Y
68MO,ALL/ALL/ALL,HELIPORT,N
SUS,ALL/ALL/ALL,AIRPORT,Y
SGF,ALL/ALL/ALL,AIRPORT,Y-L
77MO,UNATNDD,AIRPORT,Y
MU52,ALL/ALL/ALL,HELIPORT,Y
MO92,UNATNDD,HELIPORT,Y
MO60,IREG,HELIPORT,
0MO7,UNATNDD,HELIPORT,Y
MO44,ALL/ALL/ALL,HELIPORT,Y
MO97,UNATNDD,HELIPORT,Y
MO55,ALL/ALL/ALL,HELIPORT,Y
73MO,UNATNDD,HELIPORT,
MU18,UNATNDD,AIRPORT,Y
MO94,UNATNDD,AIRPORT,Y
1H3,ALL/MON-FRI/IREG,AIRPORT,Y-L
SET,NOV-MAR/ALL/0800-1700,AIRPORT,Y-L
SET,APR-OCT/ALL/0800-DUSK,AIRPORT,Y-L
24MU,UNATNDD,AIRPORT,N
M12,ALL/MON-FRI/0700-1700,AIRPORT,Y
6MO2,UNATNDD,AIRPORT,Y
MO50,ALL/ALL/ALL,HELIPORT,Y
2MU0,UNATNDD,HELIPORT,Y
MO78,UNATNDD,AIRPORT,N
1MO1,ALL/ALL/ALL,HELIPORT,Y-L
MO21,ALL/ALL/ALL,HELIPORT,Y-L
2MU1,"ON CALL",HELIPORT,Y
MO7,ALL/ALL/0900-1900,HELIPORT,Y
STL,ALL/ALL/ALL,AIRPORT,Y-L
5MO5,ALL/ALL/ALL,HELIPORT,Y-L
MO12,ALL/ALL/ALL,HELIPORT,
MO63,ALL/ALL/ALL,HELIPORT,Y
2M5,UNATNDD,"SEAPLANE BASE",
MO3,UNATNDD,AIRPORT,Y
MU03,ALL/ALL/ALL,AIRPORT,Y
78MU,UNATNDD,AIRPORT,
MU32,UNATNDD,AIRPORT,Y
UUV,ALL/ALL/0700-1600,AIRPORT,Y-L
MU48,JUN-NOV/ALL/DALGT,AIRPORT,Y
0MU1,UNATNDD,AIRPORT,Y
72MO,UNATNDD,AIRPORT,
MO32,ALL/MON-FRI/0800-1700,AIRPORT,Y
MU35,UNATNDD,AIRPORT,Y
19T,UNATNDD,"SEAPLANE BASE",N
MU78,UNATNDD,AIRPORT,
MU44,UNATNDD,HELIPORT,Y
42M,UNATNDD,AIRPORT,Y
21MU,UNATNDD,AIRPORT,Y
MU29,UNATNDD,HELIPORT,Y-L
55MO,ALL/MON-FRI/0800-1700,AIRPORT,Y
TRX,ALL/MON-FRI/0730-1630,AIRPORT,Y-L
0C1,IREG,AIRPORT,Y
02MO,IREG,AIRPORT,Y
7MO0,UNATNDD,HELIPORT,Y
MO05,UNATNDD,HELIPORT,Y
MO00,MAR-NOV/ALL/0900-1800,AIRPORT,Y
08MO,ALL/ALL/IREG,AIRPORT,Y
MU53,ALL/ALL/ALL,HELIPORT,Y
3MO2,UNATNDD,ULTRALIGHT,
K43,UNATNDD,AIRPORT,Y-L
MU37,ALL/ALL/ALL,HELIPORT,Y-L
MU58,UNATNDD,HELIPORT,Y-L
MU39,ALL/ALL/ALL,HELIPORT,Y
0MO3,UNATNDD,AIRPORT,Y
MO84,UNATNDD,AIRPORT,Y-L
9MO5,UNATNDD,AIRPORT,N
MO58,IREG,AIRPORT,Y
45MO,UNATNDD,AIRPORT,Y
MO46,UNATNDD,AIRPORT,
RAW,UNATNDD,AIRPORT,Y-L
62MO,UNATNDD,AIRPORT,Y
8WC,ALL/MON-FRI/0800-1630,AIRPORT,Y-L
FYG,NOV-MAR/ALL/0800-1700,AIRPORT,Y-L
FYG,APR-OCT/ALL/0800-1800,AIRPORT,Y-L
TBN,ALL/MON-FRI/0700-2200,AIRPORT,Y-L
MO85,UNATNDD,AIRPORT,Y
MU60,UNATNDD,HELIPORT,Y
UNO,ALL/ALL/0800-1700,AIRPORT,Y
MU23,UNATNDD,AIRPORT,Y
SZL,ALL/ALL/ALL,AIRPORT,Y
MO43,UNATNDD,AIRPORT,Y
MO98,ALL/ALL/DAWN-DUSK,AIRPORT,Y
1H5,UNATNDD,AIRPORT,Y-L
1MO2,UNATNDD,AIRPORT,Y
MU66,UNATNDD,HELIPORT,Y
6MO4,UNATNDD,AIRPORT,N
7MO1,UNATNDD,AIRPORT,Y
MU27,ALL/ALL/ALL,AIRPORT,Y
MU89,UNATNDD,AIRPORT,
98MO,UNATNDD,AIRPORT,Y
9MO4,ALL/ALL/ALL,AIRPORT,Y
MS30,ALL/MON-FRI/0830-1730,AIRPORT,Y
9M4,UNATNDD,AIRPORT,Y-L
MS91,ALL/MON-FRI/0730-1600,HELIPORT,Y-L
MS32,UNATNDD,HELIPORT,Y
5MS8,UNATNDD,AIRPORT,
1MS3,UNATNDD,HELIPORT,
25MS,ALL/ALL/ALL,HELIPORT,Y-L
0MS3,UNATNDD,HELIPORT,Y
5MS7,UNATNDD,HELIPORT,Y-L
MS96,ALL/ALL/ALL,AIRPORT,Y
MS84,UNATNDD,HELIPORT,
1M2,UNATNDD,AIRPORT,Y-L
MS87,UNATNDD,HELIPORT,N
MS45,UNATNDD,AIRPORT,N
4MS5,UNATNDD,AIRPORT,Y
21MS,IREG/IREG/IREG,AIRPORT,Y
MS01,ALL/ALL/ALL,HELIPORT,
8M1,ALL/ALL/0800-1400,AIRPORT,Y-L
45MS,UNATNDD,AIRPORT,
1R7,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MS33,UNATTND,AIRPORT,Y
32MS,UNATNDD,AIRPORT,Y
MBO,ALL/SAT-SUN/0700-1900,AIRPORT,Y-L
MBO,ALL/MON-FRI/0600-2000,AIRPORT,Y-L
04M,UNATNDD,AIRPORT,Y-L
19M,UNATNDD,AIRPORT,Y-L
08M,UNATNDD,AIRPORT,Y-L
4MS8,UNATNDD,HELIPORT,Y-L
0MS8,ALL/ALL/ALL,AIRPORT,Y
MS26,ALL/ALL/ALL,AIRPORT,Y
1MS4,UNATNDD,HELIPORT,
09M,UNATNDD,AIRPORT,Y-L
MS03,ALL/MON-SAT/0700-1800,AIRPORT,Y
23M,ALL/SUN/1300-1700,AIRPORT,Y-L
23M,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
MS50,UNATNDD,AIRPORT,N
RNV,"ALL/SAT-SUN/ON CALL",AIRPORT,Y-L
RNV,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
34MS,UNATNDD,AIRPORT,Y
0R0,"ON CALL",AIRPORT,Y-L
CBM,ALL/MON-FRI/1300-0100Z++,AIRPORT,Y
CBM,ALL/SUN/1800-2300Z++,AIRPORT,Y
1MS8,UNATNDD,AIRPORT,Y
UBS,"ALL/SAT-SUN/ON CALL",AIRPORT,Y-L
UBS,ALL/MON-FRI/0900-1800,AIRPORT,Y-L
M11,ALL/MON-SAT/0800-1700,AIRPORT,Y
C71,UNATNDD,AIRPORT,Y-L
M24,ALL/ALL/0800-1700,AIRPORT,Y-L
5MS6,UNATNDD,AIRPORT,Y
MS65,ALL/MON-FRI/DALGT,AIRPORT,Y
MS05,ALL/ALL/ALL,HELIPORT,
66Y,ALL/SAT/0730-1630,AIRPORT,Y
66Y,ALL/MON-FRI/0800-1700,AIRPORT,Y
20MS,UNATNDD,AIRPORT,
4MS2,UNATNDD,AIRPORT,Y
MS95,ALL/ALL/DALGT,AIRPORT,Y
7MS1,UNATNDD,AIRPORT,
MS9,UNATNDD,AIRPORT,
MS07,ALL/ALL/ALL,HELIPORT,Y-L
36MS,ALL/MON-SUN/0700-1700,AIRPORT,Y
3MS6,UNATNDD,AIRPORT,
MS13,ALL/ALL/DALGT,AIRPORT,Y
MS61,UNATNDD,AIRPORT,
06M,UNATNDD,AIRPORT,Y-L
3MS8,UNATNDD,AIRPORT,
MS69,IREG,AIRPORT,Y
CKM,ALL/ALL/DALGT,AIRPORT,Y-L
MS90,UNATNDD,AIRPORT,
MS41,ALL/MON-FRI/DALGT,AIRPORT,Y
MS81,ALL/ALL/ALL,HELIPORT,Y
MS57,UNATNDD,AIRPORT,Y
33MS,UNATNDD,AIRPORT,
MS48,UNATNDD,AIRPORT,Y
STF,ALL/SUN/1300-1700,AIRPORT,Y-L
STF,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
MS56,UNATNDD,HELIPORT,
MS09,UNATNDD,AIRPORT,Y
8MS2,"ON CALL",AIRPORT,Y
GTR,ALL/ALL/ALL,AIRPORT,Y-L
3MS0,UNATNDD,HELIPORT,Y
13MS,UNATNDD,AIRPORT,Y
GLH,ALL/ALL/0700-1900,AIRPORT,Y-L
GWO,ALL/ALL/ALL,AIRPORT,Y-L
MS16,ALL/ALL/ALL,HELIPORT,Y-L
GNF,"ALL/MON-SAT/ON CALL",AIRPORT,Y-L
GNF,ALL/SUN/1200-1700,AIRPORT,Y-L
MS67,ALL/ALL/ALL,HELIPORT,Y
GPT,ALL/ALL/ALL,AIRPORT,Y-L
MS89,ALL/ALL/ALL,HELIPORT,Y
2M4,UNATNDD,AIRPORT,Y-L
SLJ,MAY-AUG/IREG/,HELIPORT,
HEZ,ALL/ALL/0600-2000,AIRPORT,Y-L
MS08,UNATNDD,AIRPORT,Y
MS80,UNATNDD,AIRPORT,Y
HBG,ALL/ALL/DALGT,AIRPORT,Y-L
PIB,ALL/ALL/0500-2300,AIRPORT,Y-L
HKS,ALL/ALL/0700-2100,AIRPORT,Y-L
H75,ALL/ALL/DALGT,AIRPORT,Y
LUL,ALL/SAT/0900-1800,AIRPORT,Y-L
LUL,ALL/MON-FRI/0730-1800,AIRPORT,Y-L
LUL,ALL/SUN/1300-1800,AIRPORT,Y-L
14M,UNATNDD,AIRPORT,Y-L
M41,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MS93,UNATNDD,AIRPORT,Y
M44,ALL/ALL/ALL,AIRPORT,Y-L
4R1,UNATNDD,AIRPORT,Y-L
IDL,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
15M,ALL/ALL/DALGT,AIRPORT,Y-L
16MS,UNATNDD,HELIPORT,Y
JAN,ALL/ALL/ALL,AIRPORT,Y-L
M23,"/ON CALL/",AIRPORT,Y-L
4MS3,UNATNDD,AIRPORT,
MS24,UNATNDD,AIRPORT,Y
NJW,ALL/MON-FRI/0800-1600,AIRPORT,
JVW,ALL/SAT/0800-1200,AIRPORT,Y-L
JVW,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MS14,UNATNDD,AIRPORT,Y
BIX,ALL/SAT-SUN/1700-2300Z++,AIRPORT,Y
BIX,ALL/MON-FRI/1400-0500Z++,AIRPORT,Y
MEI,ALL/ALL/0600-2200,AIRPORT,Y-L
2MS9,UNATNDD,AIRPORT,Y
OSX,UNATNDD,AIRPORT,Y-L
MS77,UNATNDD,AIRPORT,Y
MS21,ALL/ALL/0800-1700,AIRPORT,Y
0MS6,UNATNDD,HELIPORT,
MS75,ALL/ALL/DALGT,AIRPORT,Y
MS06,APR-OCT/SUN-FRI/DALGT,AIRPORT,Y
LMS,UNATNDD,AIRPORT,Y-L
MS20,ALL/MON-FRI/0800-1700,AIRPORT,
20M,UNATNDD,AIRPORT,Y-L
17M,ALL/ALL/ALL,AIRPORT,Y-L
7MS3,UNATNDD,AIRPORT,Y
65MS,UNATNDD,AIRPORT,
M83,UNATNDD,AIRPORT,Y-L
MCB,ALL/ALL/0730-1730,AIRPORT,Y-L
MS70,UNATNDD,AIRPORT,Y
MS17,ALL/ALL/ALL,HELIPORT,Y
NMM,ALL/MON-THUR/1300-0400++,AIRPORT,
NMM,ALL/FRI/1200-2200Z++,AIRPORT,
50MS,UNATNDD,HELIPORT,Y-L
08MS,UNATNDD,AIRPORT,Y
5MS5,UNATNDD,AIRPORT,Y
12MS,IRREG,HELIPORT,Y
3MS5,ALL/ALL/DAWN-DUSK,AIRPORT,Y
MS11,UNATNDD,AIRPORT,Y
M40,ALL/ALL/0800-1700,AIRPORT,Y-L
0MS2,ALL/ALL/ALL,AIRPORT,Y
1MS1,UNATNDD,HELIPORT,
M72,ALL/MON-FRI/DALGT,AIRPORT,Y-L
19MS,UNATNDD,AIRPORT,Y
04MS,ALL/MON-SAT/DALGT,AIRPORT,Y
MS94,ALL/ALL/ALL,HELIPORT,Y
5R2,UNATNDD,AIRPORT,Y-L
5A4,UNATNDD,AIRPORT,Y-L
M51,ALL/SAT-SUN/ALL,AIRPORT,Y
OLV,ALL/SAT-SUN/0800-1700,AIRPORT,Y
OLV,ALL/MON-FRI/0600-2100,AIRPORT,Y
MS88,UNATNDD,AIRPORT,Y
37MS,UNATNDD/UNATNDD/UNATNDD,AIRPORT,
MS29,UNATNDD,AIRPORT,Y
PMU,ALL/ALL/DALGT,AIRPORT,Y-L
MS31,ALL/ALL/ALL,HELIPORT,Y
3MS4,ALL/ALL/DALGT,HELIPORT,Y
MS78,UNATNDD,HELIPORT,Y
MS19,UNATNDD,HELIPORT,Y
MS02,UNATNDD,HELIPORT,Y
T36,UNATNDD,AIRPORT,Y-L
4MS0,ALL/ALL/DALGT,AIRPORT,Y
1MS2,UNATNDD,AIRPORT,N
MPE,ALL/MON-SUN/0700-1700,AIRPORT,Y-L
MJD,ALL/ALL/0800-1700,AIRPORT,Y-L
22M,UNATNDD,AIRPORT,Y-L
M13,UNATNDD,AIRPORT,Y-L
5MS3,ALL/ALL/0800-1700,AIRPORT,Y
M43,UNATNDD,AIRPORT,Y-L
4MS9,ALL/MON-SAT/DALGT,AIRPORT,Y
30M,NOV-FEB/M-F/IREG,AIRPORT,Y
30M,MAR-OCT/ALL/DALGT,AIRPORT,Y
M59,UNATNDD,AIRPORT,Y-L
25M,UNATNDD,AIRPORT,Y-L
17MS,UNATNDD,HELIPORT,
4MS1,UNATNDD,HELIPORT,Y
5MS1,"ALL/MON-FRI/0700-1730,ALL/SAT/0700-1200",AIRPORT,Y
3MS3,ALL/MON-SAT/0800-1800,AIRPORT,Y
CRX,ALL/MON-SUN/0700-1700,AIRPORT,Y-L
14MS,UNATNDD,AIRPORT,Y
M37,IREG,AIRPORT,Y-L
MS63,IREG,AIRPORT,Y
MS55,UNATNDD,AIRPORT,Y
MMS,ALL/SAT-SUN/IRREG,AIRPORT,Y
MMS,ALL/MON-FRI/0800-1700,AIRPORT,Y
MS82,UNATNDD,AIRPORT,Y
02CD,IREG,AIRPORT,Y
93MS,IREG,AIRPORT,
SH1,ALL/FRI/0730-1600,AIRPORT,
SH1,ALL/TUE-THU/1030-2300,AIRPORT,
0MS9,UNATNDD,AIRPORT,Y
2MS3,IRREGULAR,AIRPORT,
MS72,IREG,HELIPORT,Y
22MS,UNATNDD,AIRPORT,Y
MS71,UNATNDD,AIRPORT,Y
MS39,UNATNDD,AIRPORT,N
1MS7,UNATNDD,HELIPORT,
23MS,ALL/MON-SUN/1500-2000,AIRPORT,Y
6MS4,UNATTENDED,HELIPORT,Y-L
MS40,MAY-OCT/MON-SAT/0800-1700,AIRPORT,Y
MS47,UNATNDD,HELIPORT,Y
4MS4,UNATNDD,AIRPORT,Y
2MS8,UNATNDD,AIRPORT,
MS46,UNATNDD,HELIPORT,Y
90MS,IREG,AIRPORT,Y
HSA,ALL/SAT-SUN/0800-2000,AIRPORT,Y-L
HSA,ALL/MON-FRI/0700-1900,AIRPORT,Y-L
88MS,UNATNDD,AIRPORT,
MS36,UNATNDD,AIRPORT,Y
1MS0,UNATNDD,AIRPORT,
00M,UNATTENDED,AIRPORT,Y-L
3MS1,UNATNDD,AIRPORT,
01M,ALL/MON-FRI/0700-1700,AIRPORT,Y-L
0MS0,UNATNDD,AIRPORT,Y
PQL,ALL/ALL/ALL,AIRPORT,Y-L
54MS,UNATNDD,HELIPORT,Y
MS58,ALL/ALL/DALGT,AIRPORT,N
UTA,ALL/ALL/0600-2100,AIRPORT,Y-L
TUP,ALL/ALL/0600-2200,AIRPORT,Y-L
3MS9,UNATNDD,AIRPORT,N
4MS6,UNATNDD,HELIPORT,Y-L
UOX,ALL/ALL/0700-1800,AIRPORT,Y-L
MS64,IRREG,AIRPORT,
MS59,UNATNDD,AIRPORT,Y
VKS,ALL/MON-FRI/0730-1700,AIRPORT,Y-L
MS35,ALL/MON-SAT/0800-1700,AIRPORT,Y
MS76,UNATNDD,AIRPORT,Y
33M,"ON CALL",AIRPORT,Y-L
02MS,UNATNDD,AIRPORT,Y
2R0,ALL/M-F/0600-1400,AIRPORT,Y-L
6MS2,IRREGULAR,AIRPORT,N
MS37,"IRREGULAR MAR-NOV",AIRPORT,Y
MS43,UNATNDD,AIRPORT,Y
5A6,ALL/ALL/ALL,AIRPORT,Y-L
6MS1,UNATNDD,AIRPORT,
87I,UNATNDD,AIRPORT,Y-L
36MT,UNATNDD,AIRPORT,Y
17MT,UNATNDD,AIRPORT,Y
90MT,ALL/MON-SAT/DAWN-DUSK,HELIPORT,Y
3U5,UNATNDD,AIRPORT,Y
MT33,UNATNDD,AIRPORT,Y
BHK,ALL/SAT/0800-1200,AIRPORT,Y-L
BHK,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
16MT,UNATNDD,AIRPORT,Y
MT86,UNATNDD,AIRPORT,Y
2MT7,UNATNDD,HELIPORT,
2MT0,UNATNDD,AIRPORT,Y
3U7,UNATNDD,AIRPORT,Y
MT70,UNATNDD,HELIPORT,Y-L
BTM,ALL/ALL/DAWN-DUSK,AIRPORT,Y-L
00U,UNATNDD,AIRPORT,Y-L
3U8,"ON CALL/ON CALL/ON CALL",AIRPORT,Y-L
0MT2,ALL/ALL/ALL,HELIPORT,
S85,UNATNDD,AIRPORT,Y-L
4MT7,12/365/24,HELIPORT,
6S0,"ALL/SAT-SUN/ON CALL",AIRPORT,Y-L
6S0,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MT55,ALL/ALL/ALL,HELIPORT,Y
63MT,UNATNDD,AIRPORT,
BIL,ALL/ALL/ALL,AIRPORT,Y-L
BB0,UNATNDD,AIRPORT,
MT39,ALL/ALL/IREG,AIRPORT,Y
25MT,UNATNDD,AIRPORT,Y
1MT6,UNATNDD,AIRPORT,Y
3U9,UNATNDD,AIRPORT,Y
3U3,UNATNDD,AIRPORT,Y-L
0MY1,UNATNDD,HELIPORT,Y
BZN,ALL/ALL/0500-0100,AIRPORT,Y-L
2MT2,UNATNDD,AIRPORT,Y
2MT5,UNATNDD,AIRPORT,Y
6S1,UNATNDD,AIRPORT,Y-L
00F,UNATNDD,AIRPORT,Y-L
BW8,UNATNDD,AIRPORT,
97MT,UNATNDD,AIRPORT,Y
28MT,UNATNDD,AIRPORT,Y
MT88,ALL/ALL/DALGT,AIRPORT,Y
8U9,UNATNDD,AIRPORT,Y
MT53,DEC-MAR/SAT-SUN/ALL,AIRPORT,Y
MT53,APR-NOV/ALL/ALL,AIRPORT,Y
3MT7,UNATNDD,AIRPORT,Y
MT45,UNATNDD,AIRPORT,Y
MT99,ALL/ALL/ALL,HELIPORT,Y-L
MT31,ALL/ALL/ALL,HELIPORT,N
CII,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
4U6,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MT32,UNATNDD,AIRPORT,Y
MT78,ALL/ALL/ALL,HELIPORT,Y
M46,"ON CALL",AIRPORT,Y-L
MT27,ALL/ALL/ALL,HELIPORT,Y
3MT5,ALL/ALL/ALL,HELIPORT,Y-L
2MT3,ALL/ALL/ALL,HELIPORT,Y-L
S04,UNATNDD,AIRPORT,Y
S01,UNATTND,AIRPORT,Y-L
0MT5,UNATNDD,AIRPORT,Y
CW0,UNATNDD,AIRPORT,
