Site Id,Loc Id,ICAO Id,State Id,Sequence,Schedule
10827.*A,FCM,KFCM,MN,1,ALL/ALL/ALL
10832.01*H,2MN3,,MN,1,UNATNDD
10832.8*A,MN49,,MN,1,UNATNDD
10832.*A,MVE,KMVE,MN,1,ALL/MON-FRI/0800-1700
10834.2*H,MN93,,MN,1,UNATNDD
10836.51*A,JKJ,KJKJ,MN,1,ALL/MON-FRI/0800-1700
10836.5*A,MN77,,MN,1,UNATNDD
10837.01*H,3MN2,,MN,1,ALL/ALL/ALL
10837.*A,MZH,KMZH,MN,1,UNATNDD
10838.01*H,MN43,,MN,1,ALL/ALL/ALL
10838.*A,JMR,KJMR,MN,1,UNATNDD
10842.4*A,56MN,,MN,1,UNATNDD
10842.*A,MOX,KMOX,MN,1,ALL/MON-FRI/0800-1400
10843.01*A,18MN,,MN,1,UNATNDD
10843.51*C,MN80,,MN,1,UNATNDD
10847.*A,5MN1,,MN,1,UNATNDD
10852.8*C,MY33,,MN,1,UNATNDD
10860.01*H,0MN1,,MN,1,UNATNDD
10867.02*A,36MN,,MN,1,UNATNDD
10868.91*H,MY84,,MN,1,ALL/ALL/ALL
10869.08*A,4MN1,,MN,1,UNATNDD
10869.31*A,MY46,,MN,1,ALL/IREG/IREG
10869.*A,ULM,KULM,MN,2,ALL/MON-FRI/0800-1700
10870.*C,0MN4,,MN,1,MAY-OCT/ALL/DAWN-DUSK
10874.7*H,48MN,,MN,1,ALL/ALL/ALL
10874.*A,MY90,,MN,1,ALL/ALL/ALL
10875.5*A,2MN7,,MN,1,UNATNDD
10875.*A,43Y,,MN,1,UNATNDD
10878.*A,47MN,,MN,1,ALL/ALL/ALL
10880.31*A,OVL,KOVL,MN,1,APR-OCT/ALL/0800-1700
10880.31*A,OVL,KOVL,MN,2,NOV-MAR/MON-FRI/0800-1700
10880.31*A,OVL,KOVL,MN,3,NOV-MAR/SAT/0800-1200
10882.01*H,MN94,,MN,1,ALL/ALL/IREG
10882.991*C,11MN,,MN,1,UNATNDD
10882.998*A,MN32,,MN,1,UNATNDD
10882.*A,MY66,,MN,1,UNATNDD
10883.11*A,ORB,KORB,MN,1,UNATNDD
10885.01*H,50MN,,MN,1,UNATNDD
10885.*A,VVV,KVVV,MN,2,UNATNDD
10887.*A,3MN9,,MN,1,UNATNDD
10890.03*H,MN38,,MN,1,ALL/ALL/ALL
10890.*A,OWA,KOWA,MN,1,MAY-SEP/MON-FRI/0800-1800
10890.*A,OWA,KOWA,MN,3,OCT-APR/MON-FRI/0800-1700
10890.*A,OWA,KOWA,MN,4,OCT-APR/SAT-SUN/1100-1500
10890.*A,OWA,KOWA,MN,2,MAY-SEP/SAT-SUN/1000-1600
10893.1*A,MN86,,MN,1,UNATNDD
10894.01*C,70MN,,MN,1,UNATNDD
10894.*A,PKD,KPKD,MN,1,ALL/MON-FRI/0800-1700
10899.17*H,MN72,,MN,1,UNATNDD
10899.*A,PEX,KPEX,MN,1,UNATNDD
10901.*A,47Y,,MN,1,UNATNDD
10903.01*A,MN89,,MN,1,UNATNDD
10903.02*C,MY93,,MN,1,UNATNDD
10903.05*H,46MN,,MN,1,UNATNDD
10903.*A,16D,,MN,1,UNATNDD
10905.5*A,MY15,,MN,1,UNATNDD
10909.*A,48Y,,MN,1,UNATNDD
10910.51*H,5MN8,,MN,1,UNATNDD
10910.5*A,PWC,KPWC,MN,1,UNATNDD
10912.*A,PQN,KPQN,MN,1,ALL/MON-FRI/0800-1700
10914.6*A,85MN,,MN,1,UNATNDD
10914.85*H,MY20,,MN,1,UNATNDD
10917.*A,6MN0,,MN,1,IREG
10919.51*A,23MN,,MN,1,UNATNDD
10919.5*A,FKA,KFKA,MN,1,UNATNDD
10921.01*A,MN47,,MN,1,UNATNDD
10921.*A,MN91,,MN,1,IREG
10922.11*A,90MN,,MN,1,UNATNDD
10922.1*A,PNM,KPNM,MN,1,UNATNDD
10922.61*C,MN76,,MN,1,ON CALL
10922.61*C,MN76,,MN,2,CALL 952-447-4438
10924.71*A,MN92,,MN,1,ALL/ALL/DALGT
10928.4*C,57MN,,MN,1,MAY-NOV/ALL/ALL
10933.01*A,D81,,MN,1,UNATNDD
10934.02*H,97MN,,MN,1,ALL/ALL/ALL
10934.*A,RGK,KRGK,MN,2,ALL/SUN/1000-1600
10934.*A,RGK,KRGK,MN,1,ALL/MON-SAT/0800-1700
10938.01*H,37MN,,MN,1,UNATNDD
10938.*A,RWF,KRWF,MN,1,ALL/MON-FRI/0800-1700
10945.12*H,16MN,,MN,1,UNATNDD
10945.1*A,52Y,,MN,1,UNATNDD
10949.7*H,MY77,,MN,1,ALL/ALL/ALL
10950.12*H,99MN,,MN,1,ALL/ALL/ALL
10950.13*H,MN56,,MN,1,UNATNDD
10950.1*A,RST,KRST,MN,1,ALL/ALL/ALL
10950.3*A,2MN8,,MN,1,UNATNDD
10952.011*A,87MN,,MN,1,UNATNDD
10952.01*A,59MN,,MN,1,UNATNDD
10955.1*A,ROX,KROX,MN,2,UNATNDD
10958.9*A,ROS,KROS,MN,3,ALL/MON-FRI/0700-1530
10958.9*A,ROS,KROS,MN,4,ALL/SAT/0900-1530
10959.1*A,55Y,,MN,1,UNATNDD
10959.4*A,3MN7,,MN,1,UNATNDD
10961.*A,2MN6,,MN,1,UNATNDD
10962.02*H,MY87,,MN,1,ALL/ALL/ALL
10962.1*A,STC,KSTC,MN,1,ALL/ALL/0500-2330
10967.01*H,9MN7,,MN,1,ALL/ALL/ALL
10967.1*A,JYG,KJYG,MN,1,UNATNDD
10969.46*A,43MN,,MN,1,UNATNDD
10973.01*H,7MN1,,MN,1,ALL/ALL/ALL
10973.02*H,MY79,,MN,1,UNATNDD
10973.*A,21D,,MN,2,NOV-MAR/ALL/0700-1700
10973.*A,21D,,MN,1,APR-OCT/ALL/0700-1900
10974.*A,STP,KSTP,MN,1,ALL/ALL/ALL
10984.*A,D39,,MN,3,ALL/MON-FRI/0800-1700
10986.*A,60MN,,MN,1,ALL/MON-FRI/0800-1800
10990.19*H,41MN,,MN,1,UNATNDD
10991.87*C,MY21,,MN,1,UNATNDD
10992.5*A,BFW,KBFW,MN,1,UNATNDD
10993.*A,MN41,,MN,1,UNATNDD
10995.01*A,DVP,KDVP,MN,1,UNATNDD
10998.*A,Y58,,MN,1,UNATNDD
11001.*A,SGS,KSGS,MN,1,ALL/MON-SAT/0830-1700
11001.*A,SGS,KSGS,MN,2,ALL/SUN/0830-1530
11003.12*A,D42,,MN,3,UNATNDD
11003.1*H,MN70,,MN,1,ALL/ALL/ALL
11005.4*A,MY10,,MN,1,UNATNDD
11006.11*A,7MN3,,MN,1,UNATNDD
11009.*A,SYN,KSYN,MN,1,ALL/ALL/0800-SS
11011.5*A,D32,,MN,1,UNATNDD
11011.*A,SAZ,KSAZ,MN,1,UNATNDD
11012.6*A,D41,,MN,1,ALL/MON-FRI/DALGT
11020.*A,62MN,,MN,1,UNATNDD
11022.*A,1MN0,,MN,1,UNATNDD
11024.01*A,7MN8,,MN,1,UNATNDD
11024.*A,TVF,KTVF,MN,2,ALL/SAT-SUN/ON CALL
11024.*A,TVF,KTVF,MN,1,ALL/MON-FRI/0800-1700
11025.5*A,29MN,,MN,1,UNATNDD
11028.41*C,MY38,,MN,1,UNATNDD
11028.43*C,7MN2,,MN,1,MAY-SEP/IREG/IREG
11028.44*C,MY76,,MN,1,UNATNDD
11028.4*A,12D,,MN,1,UNATNDD
11028.51*H,0MN5,,MN,1,UNATNDD
11028.5*A,TKC,KTKC,MN,1,UNATNDD
11028.96*A,MY12,,MN,1,ALL/ALL/ALL
11029.912*A,63MN,,MN,1,ALL/ALL/ALL
11029.9*A,TWM,KTWM,MN,1,NOV-APR/MON-FRI/0800-1700
11029.9*A,TWM,KTWM,MN,2,MAY-OCT/SUN-SAT/0800-1700
11029.*A,MY00,,MN,1,UNATNDD
11030.5*A,63Y,,MN,1,UNATNDD
11046.61*H,MN16,,MN,1,UNATNDD
11046.83*H,8MN7,,MN,1,ALL/ALL/ALL
11046.851*A,1MN5,,MN,1,UNATNDD
11046.852*C,6MN6,,MN,1,UNATNDD
11047.01*A,ADC,KADC,MN,2,UNATNDD
11047.02*H,MN26,,MN,1,UNATNDD
11051.*A,Y49,,MN,1,UNATNDD
11052.81*A,MY01,,MN,1,UNATNDD
11052.8*A,D37,,MN,1,MAY-OCT/SAT-SUN/0800-1700
11053.*A,RRT,KRRT,MN,1,ALL/MON-FRI/0700-1700
11055.1*A,ACQ,KACQ,MN,1,ALL/MON-FRI/0800-1800
11058.11*A,VWU,KVWU,MN,1,UNATNDD
11060.01*A,15MN,,MN,1,UNATNDD
11060.*A,32MN,,MN,1,UNATNDD
11061.*C,M49,,MN,1,MAY-OCT/ALL/DALGT
11061.*C,M49,,MN,2,NOV-APR/UNATNDD/
11062.51*H,4MN8,,MN,1,UNATNDD
11062.5*A,1MN8,,MN,1,UNATNDD
11068.1*A,68Y,,MN,2,MAY-OCT/MON-FRI/0730-2000
11068.1*A,68Y,,MN,3,NOV-APR/MON-FRI/0800-1700
11069.111*A,92MN,,MN,1,UNATNDD
11069.11*A,65MN,,MN,1,UNATNDD
11069.12*A,1MY1,,MN,1,UNATNDD
11070.19*H,4MN6,,MN,1,UNATNDD
11072.1*A,MY68,,MN,1,IREG
11072.*A,ETH,KETH,MN,3,UNATNDD
11077.01*C,09MN,,MN,1,UNATNDD
11077.*A,6MN9,,MN,1,ALL/ALL/ON CALL
11082.01*A,BDH,KBDH,MN,1,ALL/ALL/0800-1700
11082.02*H,MY44,,MN,1,UNATNDD
11088.2*A,MWM,KMWM,MN,1,UNATNDD
11098.01*H,MN39,,MN,1,ALL/ALL/ALL
11098.2*A,10D,,MN,1,UNATNDD
11098.*A,ONA,KONA,MN,2,ALL/MON-FRI/0700-1630
11102.22*A,MY07,,MN,1,UNATNDD
11104.*A,OTG,KOTG,MN,1,ALL/MON-FRI/0800-1700
11107.*H,52MY,,MN,1,UNATNDD
11121.*A,M40,,MS,1,ALL/ALL/0800-1700
11122.5*A,9M4,,MS,1,UNATNDD
11125.*A,MS09,,MS,1,UNATNDD
11127.*H,MS56,,MS,1,UNATNDD
11130.*A,MS14,,MS,1,UNATNDD
11133.*A,20MS,,MS,1,UNATNDD
11135.01*H,MS31,,MS,1,ALL/ALL/ALL
11135.1*A,PMU,KPMU,MS,1,ALL/ALL/DALGT
11140.1*A,HSA,KHSA,MS,1,ALL/MON-FRI/0700-1900
11140.1*A,HSA,KHSA,MS,2,ALL/SAT-SUN/0800-2000
11141.*A,00M,,MS,2,UNATTENDED
11142.4*A,01M,,MS,1,ALL/MON-FRI/0700-1700
11143.3*A,1M2,,MS,1,UNATNDD
11144.22*A,MS37,,MS,1,IRREGULAR MAR-NOV
11144.2*A,0MS8,,MS,1,ALL/ALL/ALL
11147.03*H,MS67,,MS,1,ALL/ALL/ALL
11147.*A,BIX,KBIX,MS,1,ALL/MON-FRI/1400-0500Z++
11147.*A,BIX,KBIX,MS,2,ALL/SAT-SUN/1700-2300Z++
11152.*A,8M1,,MS,1,ALL/ALL/0800-1400
11153.21*A,5MS6,,MS,1,UNATNDD
11153.22*A,6MS1,,MS,1,UNATNDD
11153.23*A,MS20,,MS,1,ALL/MON-FRI/0800-1700
11153.2*A,MS11,,MS,1,UNATNDD
11154.*A,1R7,,MS,1,ALL/MON-FRI/0800-1700
11155.1*A,MS80,,MS,1,UNATNDD
11163.1*A,7MS3,,MS,1,UNATNDD
11164.01*A,2MS3,,MS,1,IRREGULAR
11165.1*A,MS76,,MS,1,UNATNDD
11169.01*A,SH1,,MS,1,ALL/TUE-THU/1030-2300
11169.01*A,SH1,,MS,2,ALL/FRI/0730-1600
11169.*H,SLJ,KSLJ,MS,1,MAY-AUG/IREG/
11170.01*A,4MS9,,MS,1,ALL/MON-SAT/DALGT
11170.03*A,MS36,,MS,1,UNATNDD
11170.04*A,7MS1,,MS,1,UNATNDD
11170.05*A,MS29,,MS,1,UNATNDD
11174.11*A,08M,,MS,1,UNATNDD
11177.*A,13MS,,MS,1,UNATNDD
11179.1*A,09M,,MS,1,UNATNDD
11179.2*A,MS33,,MS,1,UNATTND
11181.01*H,MS94,,MS,1,ALL/ALL/ALL
11181.02*A,02CD,,MS,1,IREG
11181.*A,CKM,KCKM,MS,1,ALL/ALL/DALGT
11183.01*H,MS01,,MS,1,ALL/ALL/ALL
11183.*A,RNV,KRNV,MS,1,ALL/MON-FRI/0800-1700
11183.*A,RNV,KRNV,MS,2,ALL/SAT-SUN/ON CALL
11184.9*A,37MS,,MS,1,UNATNDD/UNATNDD/UNATNDD
11186.8*A,08MS,,MS,1,UNATNDD
11191.01*A,5MS3,,MS,1,ALL/ALL/0800-1700
11191.*A,0R0,,MS,3,ON CALL
11194.51*A,GTR,KGTR,MS,1,ALL/ALL/ALL
11194.53*H,25MS,,MS,1,ALL/ALL/ALL
11194.5*A,UBS,KUBS,MS,2,ALL/MON-FRI/0900-1800
11194.5*A,UBS,KUBS,MS,3,ALL/SAT-SUN/ON CALL
11195.*A,CBM,KCBM,MS,2,ALL/SUN/1800-2300Z++
11195.*A,CBM,KCBM,MS,1,ALL/MON-FRI/1300-0100Z++
11197.*A,CRX,KCRX,MS,1,ALL/MON-SUN/0700-1700
11199.5*A,C71,,MS,1,UNATNDD
11201.12*A,6MS2,,MS,1,IRREGULAR
11201.1*A,M11,,MS,3,ALL/MON-SAT/0800-1700
11203.5*A,66Y,,MS,1,ALL/MON-FRI/0800-1700
11203.5*A,66Y,,MS,2,ALL/SAT/0730-1630
11204.2*A,M37,,MS,1,IREG
11208.*A,MS24,,MS,1,UNATNDD
11219.1*A,06M,,MS,1,UNATNDD
11225.02*A,3MS3,,MS,1,ALL/MON-SAT/0800-1800
11225.3*A,MS58,,MS,1,ALL/ALL/DALGT
11225.*A,3MS6,,MS,1,UNATNDD
11226.1*A,MS90,,MS,1,UNATNDD
11231.1*A,2M4,,MS,1,UNATNDD
11232.21*A,32MS,,MS,1,UNATNDD
11233.07*A,8MS2,,MS,1,ON CALL
11233.4*A,34MS,,MS,1,UNATNDD
11234.12*A,MS75,,MS,1,ALL/ALL/DALGT
11234.1*A,MS13,,MS,1,ALL/ALL/DALGT
11238.5*A,1MS2,,MS,1,UNATNDD
11240.12*A,MS30,,MS,1,ALL/MON-FRI/0830-1730
11244.1*H,MS05,,MS,1,ALL/ALL/ALL
11244.*A,GLH,KGLH,MS,1,ALL/ALL/0700-1900
11247.01*H,MS16,,MS,1,ALL/ALL/ALL
11247.*A,GWO,KGWO,MS,1,ALL/ALL/ALL
11249.1*A,2MS8,,MS,1,UNATNDD
11249.*A,GNF,KGNF,MS,2,ALL/SUN/1200-1700
11249.*A,GNF,KGNF,MS,1,ALL/MON-SAT/ON CALL
11253.03*H,MS17,,MS,1,ALL/ALL/ALL
11253.04*H,MS89,,MS,1,ALL/ALL/ALL
11253.*A,GPT,KGPT,MS,2,ALL/ALL/ALL
11255.01*H,MS81,,MS,1,ALL/ALL/ALL
11255.02*H,50MS,,MS,1,UNATNDD
11255.1*A,PIB,KPIB,MS,1,ALL/ALL/0500-2300
11255.*A,HBG,KHBG,MS,1,ALL/ALL/DALGT
11257.*A,MS59,,MS,1,UNATNDD
11258.05*A,MS64,,MS,1,IRREG
11258.1*A,H75,,MS,1,ALL/ALL/DALGT
11258.*A,MS9,,MS,1,UNATNDD
11263.*A,14MS,,MS,1,UNATNDD
11266.3*A,14M,,MS,1,UNATNDD
11267.12*A,19MS,,MS,1,UNATNDD
11267.1*A,M41,,MS,1,ALL/MON-FRI/0800-1700
11267.*A,3MS1,,MS,1,UNATNDD
11270.1*A,0MS9,,MS,1,UNATNDD
11270.2*A,2MS9,,MS,1,UNATNDD
11270.*A,M44,,MS,1,ALL/ALL/ALL
11274.62*A,MS21,,MS,1,ALL/ALL/0800-1700
11274.63*A,MS77,,MS,1,UNATNDD
11274.*A,IDL,KIDL,MS,1,ALL/MON-FRI/0800-1700
11276.2*H,16MS,,MS,1,UNATNDD
11276.*A,15M,,MS,1,ALL/ALL/DALGT
11280.03*H,4MS6,,MS,1,UNATNDD
11280.04*H,12MS,,MS,1,IRREG
11280.06*H,1MS4,,MS,1,UNATNDD
11280.07*H,MS07,,MS,1,ALL/ALL/ALL
11280.08*H,MS91,,MS,1,ALL/MON-FRI/0730-1600
11280.11*H,MS46,,MS,1,UNATNDD
11280.*A,JAN,KJAN,MS,1,ALL/ALL/ALL
11282.*A,HKS,KHKS,MS,1,ALL/ALL/0700-2100
11287.01*H,1MS3,,MS,1,UNATNDD
11287.*A,OSX,KOSX,MS,1,UNATNDD
11288.01*H,6MS4,,MS,1,UNATTENDED
11288.*A,LUL,KLUL,MS,3,ALL/SUN/1300-1800
11288.*A,LUL,KLUL,MS,1,ALL/MON-FRI/0730-1800
11288.*A,LUL,KLUL,MS,2,ALL/SAT/0900-1800
11293.755*A,36MS,,MS,1,ALL/MON-SUN/0700-1700
11299.51*A,19M,,MS,1,UNATNDD
11301.*A,MS06,,MS,1,APR-OCT/SUN-FRI/DALGT
11302.01*A,90MS,,MS,1,IREG
11304.1*A,LMS,KLMS,MS,1,UNATNDD
11316.2*A,4MS5,,MS,1,UNATNDD
11316.3*A,MS26,,MS,2,ALL/ALL/ALL
11316.4*A,22MS,,MS,1,UNATNDD
11319.2*A,4R1,,MS,1,UNATNDD
11320.3*A,MS82,,MS,1,UNATNDD
11321.1*A,20M,,MS,1,UNATNDD
11323.*A,MBO,KMBO,MS,4,ALL/MON-FRI/0600-2000
11323.*A,MBO,KMBO,MS,5,ALL/SAT-SUN/0700-1900
11324.2*A,17M,,MS,1,ALL/ALL/ALL
11327.2*A,MMS,KMMS,MS,2,ALL/MON-FRI/0800-1700
11327.2*A,MMS,KMMS,MS,3,ALL/SAT-SUN/IRREG
11333.01*H,MS47,,MS,1,UNATNDD
11333.1*A,MCB,KMCB,MS,1,ALL/ALL/0730-1730
11336.*A,MS93,,MS,1,UNATNDD
11339.1*A,NMM,KNMM,MS,2,ALL/FRI/1200-2200Z++
11339.1*A,NMM,KNMM,MS,1,ALL/MON-THUR/1300-0400++
11339.2*A,NJW,KNJW,MS,1,ALL/MON-FRI/0800-1600
11339.3*A,0MS0,,MS,1,UNATNDD
11339.4*H,MS32,,MS,1,UNATNDD
11339.*A,MEI,KMEI,MS,1,ALL/ALL/0600-2200
11341.*A,MS95,,MS,1,ALL/ALL/DALGT
11343.*H,54MS,,MS,1,UNATNDD
11345.*A,MS50,,MS,1,UNATNDD
11351.5*A,23MS,,MS,1,ALL/MON-SUN/1500-2000
11358.*A,HEZ,KHEZ,MS,1,ALL/ALL/0600-2000
11360.05*H,5MS7,,MS,1,UNATNDD
11360.1*A,M72,,MS,1,ALL/MON-FRI/DALGT
11363.*A,M23,,MS,1,/ON CALL/
11367.*A,5R2,,MS,2,UNATNDD
11368.01*A,5A4,,MS,1,UNATNDD
11368.02*A,5MS8,,MS,1,UNATNDD
11368.6*A,OLV,KOLV,MS,1,ALL/MON-FRI/0600-2100
11368.6*A,OLV,KOLV,MS,2,ALL/SAT-SUN/0800-1700
11375.1*A,UOX,KUOX,MS,1,ALL/ALL/0700-1800
11375.*H,0MS3,,MS,1,UNATNDD
11379.011*H,MS72,,MS,1,IREG
11379.01*A,PQL,KPQL,MS,1,ALL/ALL/ALL
11379.02*H,MS87,,MS,1,UNATNDD
11379.03*H,MS78,,MS,1,UNATNDD
11379.04*H,MS19,,MS,1,UNATNDD
11379.05*H,MS02,,MS,1,UNATNDD
11379.06*H,3MS4,,MS,1,ALL/ALL/DALGT
11379.91*H,0MS6,,MS,1,UNATNDD
11381.05*A,4MS0,,MS,1,ALL/ALL/DALGT
11385.*H,MS84,,MS,1,UNATNDD
11387.01*H,1MS1,,MS,1,UNATNDD
11387.1*A,MPE,KMPE,MS,1,ALL/MON-SUN/0700-1700
11387.2*A,MS70,,MS,1,UNATNDD
11387.*A,MS96,,MS,1,ALL/ALL/ALL
11393.11*A,MJD,KMJD,MS,1,ALL/ALL/0800-1700
11393.13*A,MS61,,MS,1,UNATNDD
11393.14*A,5MS5,,MS,1,UNATNDD
11393.15*A,MS48,,MS,1,UNATNDD
11394.*A,MS08,,MS,1,UNATNDD
11395.*A,04M,,MS,1,UNATNDD
11399.4*A,MS71,,MS,1,UNATNDD
11400.1*A,22M,,MS,2,UNATNDD
11403.03*A,M13,,MS,1,UNATNDD
11403.1*A,MS88,,MS,1,UNATNDD
11405.*H,3MS0,,MS,1,UNATNDD
11413.11*A,M43,,MS,1,UNATNDD
11413.5*A,33MS,,MS,1,UNATNDD
11413.6*A,23M,,MS,2,ALL/MON-SAT/0800-1700
11413.6*A,23M,,MS,3,ALL/SUN/1300-1700
11413.8*H,1MS7,,MS,1,UNATNDD
11414.01*A,4MS2,,MS,1,UNATNDD
11414.3*A,MS55,,MS,1,UNATNDD
11414.5*A,M59,,MS,1,UNATNDD
11414.*A,JVW,KJVW,MS,1,ALL/MON-FRI/0800-1700
11414.*A,JVW,KJVW,MS,2,ALL/SAT/0800-1200
11415.1*A,25M,,MS,1,UNATNDD
11419.*A,02MS,,MS,1,UNATNDD
11422.011*A,MS35,,MS,1,ALL/MON-SAT/0800-1700
11422.01*A,04MS,,MS,1,ALL/MON-SAT/DALGT
11422.02*A,5MS1,,MS,1,"ALL/MON-FRI/0700-1730,ALL/SAT/0700-1200"
11426.01*A,3MS8,,MS,1,UNATNDD
11427.1*A,0MS2,,MS,1,ALL/ALL/ALL
11428.05*A,88MS,,MS,1,UNATNDD
11428.06*A,65MS,,MS,1,UNATNDD
11429.*A,4MS4,,MS,1,UNATNDD
11430.51*A,93MS,,MS,1,IREG
11430.5*A,MS03,,MS,1,ALL/MON-SAT/0700-1800
11430.*A,1MS0,,MS,1,UNATNDD
11431.*A,1MS8,,MS,1,UNATNDD
11438.*A,4MS3,,MS,1,UNATNDD
11440.*A,MS63,,MS,1,IREG
11442.6*A,MS69,,MS,1,IREG
11444.*A,STF,KSTF,MS,1,ALL/MON-SAT/0800-1700
11444.*A,STF,KSTF,MS,2,ALL/SUN/1300-1700
11445.*A,M51,,MS,1,ALL/SAT-SUN/ALL
11446.56*A,45MS,,MS,1,UNATNDD
11448.1*A,MS39,,MS,1,UNATNDD
11450.01*A,MS40,,MS,1,MAY-OCT/MON-SAT/0800-1700
11458.1*A,30M,,MS,2,MAR-OCT/ALL/DALGT
11458.1*A,30M,,MS,3,NOV-FEB/M-F/IREG
11458.21*H,4MS8,,MS,1,UNATNDD
11458.24*H,4MS1,,MS,1,UNATNDD
11458.2*A,UTA,KUTA,MS,1,ALL/ALL/0600-2100
11462.*A,TUP,KTUP,MS,1,ALL/ALL/0600-2200
11464.*A,MS41,,MS,1,ALL/MON-FRI/DALGT
11465.1*A,T36,,MS,2,UNATNDD
11468.*A,3MS9,,MS,1,UNATNDD
11471.*A,3MS5,,MS,1,ALL/ALL/DAWN-DUSK
11474.2*A,MS43,,MS,1,UNATNDD
11474.42*H,17MS,,MS,1,UNATNDD
11475.*A,VKS,KVKS,MS,3,ALL/MON-FRI/0730-1700
11479.01*A,MS65,,MS,1,ALL/MON-FRI/DALGT
11479.02*A,21MS,,MS,1,IREG/IREG/IREG
11480.5*A,33M,,MS,1,ON CALL
11481.1*A,2R0,,MS,1,ALL/M-F/0600-1400
11485.1*A,M83,,MS,1,UNATNDD
11489.1*A,M24,,MS,2,ALL/ALL/0800-1700
11492.*A,5A6,,MS,1,ALL/ALL/ALL
11495.*A,MS57,,MS,1,UNATNDD
11498.1*A,87I,,MS,3,UNATNDD
11500.1*A,MS45,,MS,1,UNATNDD
11510.*A,MU07,,MO,1,UNATNDD
11515.*A,00MO,,MO,1,UNATNDD
11518.01*A,K19,,MO,1,UNATNDD
11519.*A,MO13,,MO,1,UNATNDD
11520.*A,38MO,,MO,1,ALL/ALL/ALL
11524.5*A,03MU,,MO,1,UNATNDD
11526.*A,MU35,,MO,1,UNATNDD
11527.5*A,4MO8,,MO,1,UNATNDD
11530.1*A,2H2,,MO,1,ALL/MON-SAT/0800-DUSK
11531.01*A,MO77,,MO,1,UNATNDD
11531.51*U,MO16,,MO,1,UNATNDD
11531.5*A,0MU1,,MO,1,UNATNDD
11531.*A,AOV,KAOV,MO,1,UNATNDD
11532.01*H,MU36,,MO,1,UNATNDD
11532.6*A,2M1,,MO,1,ALL/MON-FRI/0800-1700
11533.*A,MU21,,MO,1,UNATNDD
11534.25*A,16MO,,MO,1,UNATNDD
11534.51*A,MU14,,MO,1,UNATNDD
11534.5*A,MO78,,MO,1,UNATNDD
11534.67*A,MO86,,MO,1,UNATNDD
11534.71*H,MU61,,MO,1,UNATNDD
11534.72*A,MU26,,MO,1,UNATNDD
11536.*U,3MO2,,MO,1,UNATNDD
11537.11*A,75K,,MO,2,UNATNDD
11545.1*A,MO81,,MO,1,UNATNDD
11545.*A,H57,,MO,1,IREG
11546.4*H,MU01,,MO,1,UNATNDD
11546.5*H,MO28,,MO,1,ALL/ALL/ALL
11550.*A,31MO,,MO,1,UNATNDD
11553.1*A,M17,,MO,1,ALL/MON-SAT/0800-1700
11555.01*H,99MO,,MO,1,ALL/ALL/ALL
11555.*A,1BT,,MO,1,ALL/ALL/0900-1700
11561.01*A,VER,KVER,MO,1,ALL/ALL/0800-2000
11564.*A,H19,,MO,1,ALL/ALL/ALL
11567.01*A,PLK,KPLK,MO,1,ALL/ALL/0700-1700
11567.11*H,5MO0,,MO,1,UNATNDD
11567.12*H,MO38,,MO,1,MAR-DEC/ALL/0900-2100
11567.15*H,20MO,,MO,1,UNATTNDED
11567.*A,BBG,KBBG,MO,1,ALL/ALL/ALL
11568.*A,FWB,KFWB,MO,1,ALL/ALL/0800-1700
11574.01*H,MO92,,MO,1,UNATNDD
11579.01*H,MU54,,MO,1,ALL/ALL/ALL
11579.19*A,MU03,,MO,1,ALL/ALL/ALL
11579.*A,MO8,,MO,1,IREG
11580.19*A,23MO,,MO,1,UNATTNDED
11581.6*A,H17,,MO,1,UNATNDD
11582.75*A,MU09,,MO,1,UNATNDD
11582.82*H,81MO,,MO,1,ALL/ALL/ALL
11582.9*A,BUM,KBUM,MO,1,ALL/ALL/ALL
11584.*A,TVB,KTVB,MO,1,UNATNDD
11585.5*H,MU47,,MO,1,UNATNDD
11586.02*H,48MO,,MO,1,UNATNDD
11586.61*A,24MO,,MO,1,UNATNDD
11586.6*A,OZS,KOZS,MO,2,APR-SEP/ALL/0800-1900
11586.6*A,OZS,KOZS,MO,1,OCT-MAR/ALL/0800-1700
11586.*A,MO23,,MO,1,UNATNDD
11587.01*H,82MO,,MO,1,ON CALL
11587.02*A,MO27,,MO,1,UNATNDD
11587.*A,EZZ,KEZZ,MO,1,ALL/MON-FRI/0900-1700
11587.*A,EZZ,KEZZ,MO,3,ALL/SAT/IREG
11591.*A,34M,,MO,1,ALL/ALL/0800-1700
11605.01*H,MO50,,MO,1,ALL/ALL/ALL
11605.02*H,MU10,,MO,1,ALL/ALL/ALL
11605.*A,CGI,KCGI,MO,1,ALL/MON-FRI/0600-1900
11605.*A,CGI,KCGI,MO,3,ALL/SAT-SUN/0600-1800
11608.01*A,MO22,,MO,1,UNATNDD
11608.*A,25MO,,MO,1,UNATNDD
11615.1*A,K26,,MO,1,UNATNDD
11618.011*A,2MO6,,MO,1,UNATNDD
11618.01*A,3MO5,,MO,1,UNATNDD
11618.03*A,27MO,,MO,1,UNATNDD
11618.05*A,MO33,,MO,1,UNATNDD
11618.06*A,80MO,,MO,1,UNATNDD
11621.*A,M05,,MO,1,ALL/MON-FRI/0800-1630
11624.13*H,MU28,,MO,1,UNATNDD
11624.5*A,94K,,MO,1,UNATNDD
11630.5*H,MO19,,MO,1,UNATNDD
